0.37,0.605
0.372,0.625
0.374,0.615
0.376,0.622
0.378,0.62
0.38,0.635
0.382,0.632
0.384,0.628
0.386,0.616
0.387,0.632
0.389,0.631
0.391,0.63
0.393,0.629
0.395,0.632
0.397,0.629
0.399,0.627
0.401,0.623
0.403,0.634
0.405,0.631
0.407,0.645
0.409,0.618
0.411,0.626
0.413,0.618
0.415,0.622
0.417,0.626
0.419,0.638
0.421,0.633
0.423,0.611
0.425,0.63
0.427,0.628
0.429,0.62
0.431,0.62
0.433,0.635
0.435,0.63
0.437,0.64
0.439,0.611
0.441,0.627
0.442,0.619
0.444,0.636
0.446,0.617
0.448,0.625
0.45,0.615
0.452,0.641
0.454,0.623
0.456,0.616
0.458,0.635
0.46,0.639
0.462,0.595
0.464,0.627
0.466,0.63
0.468,0.63
0.47,0.625
0.472,0.627
0.474,0.624
0.476,0.604
0.478,0.629
0.48,0.636
0.482,0.62
0.484,0.621
0.486,0.616
0.488,0.634
0.49,0.621
0.492,0.636
0.494,0.629
0.495,0.627
0.497,0.624
0.499,0.621
0.501,0.614
0.503,0.629
0.505,0.62
0.507,0.625
0.509,0.64
0.511,0.622
0.513,0.624
0.515,0.625
0.517,0.622
0.519,0.617
0.521,0.627
0.523,0.648
0.525,0.619
0.527,0.638
0.529,0.629
0.531,0.612
0.533,0.627
0.535,0.63
0.537,0.627
0.115,0.443
0.12,0.438
0.125,0.445
0.13,0.441
0.135,0.429
0.14,0.442
0.145,0.441
0.15,0.464
0.154,0.453
0.159,0.441
0.164,0.444
0.169,0.442
0.174,0.45
0.179,0.446
0.184,0.455
0.189,0.455
0.194,0.419
0.199,0.445
0.204,0.448
0.209,0.454
0.214,0.455
0.219,0.45
0.224,0.447
0.228,0.441
0.233,0.444
0.238,0.447
0.243,0.46
0.248,0.448
0.253,0.456
0.258,0.443
0.263,0.448
0.268,0.435
0.273,0.453
0.278,0.443
0.283,0.456
0.288,0.455
0.293,0.458
0.297,0.459
0.302,0.451
0.307,0.478
0.312,0.444
0.317,0.452
0.322,0.436
0.327,0.453
0.332,0.452
0.337,0.458
0.342,0.465
0.347,0.447
0.352,0.47
0.357,0.458
0.362,0.467
0.367,0.456
0.371,0.453
0.376,0.456
0.381,0.462
0.386,0.452
0.391,0.447
0.396,0.479
0.401,0.455
0.406,0.461
0.411,0.46
0.416,0.455
0.421,0.458
0.426,0.461
0.431,0.473
0.436,0.468
0.441,0.469
0.445,0.449
0.45,0.461
0.455,0.452
0.46,0.469
0.465,0.446
0.47,0.468
0.475,0.447
0.48,0.455
0.485,0.46
0.49,0.466
0.495,0.451
0.5,0.463
0.505,0.436
0.51,0.462
0.514,0.471
0.519,0.461
0.524,0.447
0.529,0.454
0.534,0.475
0.539,0.475
0.544,0.461
0.549,0.464
0.554,0.461
0.559,0.476
0.564,0.463
0.569,0.465
0.574,0.474
0.579,0.477
0.584,0.49
0.588,0.438
0.593,0.468
0.598,0.476
0.603,0.47
0.608,0.458
0.613,0.451
0.618,0.474
0.623,0.464
0.628,0.482
0.633,0.462
0.638,0.465
0.643,0.463
0.648,0.466
0.653,0.457
0.658,0.47
0.662,0.485
0.667,0.463
0.672,0.476
0.677,0.47
0.682,0.458
0.687,0.458
0.692,0.465
0.697,0.452
0.702,0.473
0.707,0.47
0.712,0.454
0.717,0.466
0.722,0.471
0.727,0.442
0.731,0.467
0.736,0.475
0.741,0.458
0.746,0.46
0.751,0.48
0.756,0.466
0.761,0.463
0.766,0.468
0.771,0.466
0.776,0.485
0.781,0.484
0.786,0.478
0.791,0.476
0.796,0.47
0.801,0.439
0.805,0.467
0.81,0.466
0.815,0.459
0.82,0.452
0.825,0.461
0.83,0.479
0.835,0.468
0.84,0.458
0.845,0.448
0.85,0.456
0.339,0.298
0.34,0.283
0.342,0.288
0.343,0.282
0.344,0.285
0.346,0.295
0.347,0.299
0.349,0.273
0.35,0.287
0.352,0.302
0.353,0.295
0.355,0.286
0.356,0.291
0.358,0.288
0.359,0.275
0.36,0.3
0.362,0.295
0.363,0.287
0.365,0.275
0.366,0.291
0.368,0.292
0.369,0.274
0.371,0.298
0.372,0.295
0.374,0.275
0.375,0.301
0.376,0.3
0.378,0.312
0.379,0.287
0.381,0.295
0.382,0.296
0.384,0.306
0.385,0.282
0.387,0.303
0.388,0.284
0.389,0.294
0.391,0.287
0.392,0.28
0.394,0.298
0.395,0.317
0.397,0.288
0.398,0.292
0.4,0.288
0.401,0.296
0.403,0.271
0.404,0.302
0.405,0.294
0.407,0.289
0.408,0.276
0.41,0.293
0.411,0.277
0.413,0.3
0.414,0.286
0.416,0.281
0.417,0.292
0.419,0.291
0.42,0.282
0.421,0.305
0.423,0.321
0.424,0.282
0.426,0.31
0.427,0.315
0.429,0.297
0.43,0.29
0.432,0.293
0.433,0.286
0.435,0.283
0.436,0.274
0.437,0.297
0.439,0.297
0.44,0.296
0.442,0.292
0.443,0.3
0.445,0.283
0.446,0.308
0.448,0.303
0.449,0.292
0.45,0.294
0.452,0.286
0.453,0.29
0.455,0.281
0.456,0.277
0.458,0.306
0.459,0.29
0.461,0.301
0.462,0.292
0.464,0.305
0.465,0.286
0.466,0.294
0.468,0.31
0.469,0.295
0.471,0.289
0.472,0.294
0.474,0.298
0.475,0.301
0.477,0.279
0.478,0.294
0.48,0.288
0.481,0.292
0.482,0.285
0.484,0.282
0.485,0.302
0.487,0.291
0.488,0.278
0.49,0.293
0.491,0.291
0.493,0.3
0.494,0.31
0.495,0.296
0.497,0.3
0.498,0.292
0.5,0.298
0.501,0.295
0.503,0.29
0.504,0.288
0.506,0.293
0.507,0.275
0.509,0.28
0.51,0.29
0.511,0.268
0.513,0.282
0.514,0.297
